id,content,label
231,"HEYY NO NO YA ayoo optimis yakinn aja kalo km pasti lolos! km kan sudah berjuang sejauh inii,1,0",Non Self-Harm
232,"Optimis bisaa,0,0",Non Self-Harm
233,"Gw kemaren optimis 200% skrg lgsg turun  ya Allah doain aja ketrima dan dipanggil interview ya. Kocak aja kalo engga, soalnya ni semua pengalaman sama nice to have nya cocok banget sama gw"""""""",0,1,0",Non Self-Harm
234,"Meskipun negara kita dikorupsi ribuan triliun pun, negara kita tetap kaya raya. Yg diperlukan dari setiap kita bangsa Indonesia adalah bersatu & selalu optimis. Di Malaysia itu perjudian legal. Negara maju manapun judi dilegalkan, sedangkan di negara kita tdk. Haji umroh maju trs"""""""",0,0",Non Self-Harm
235,"Dirjen Bea Cukai semakin optimis di tangan Djaka Budhi Utama, sinergi aparat penegak hukum bakal jadi andalan pemberantasan praktik ilegal"""""""",0,0",Non Self-Harm
236,"Djaka Budhi Utama sebagai Dirjen Bea Cukai optimis sinergi aparat penegak hukum makin terkoordinasi dan efektif,0,0",Non Self-Harm
237,"makanya jujur bapak gue masih optimis sama ini negara tuh gimana gituu…. gue yang jauh lebih muda aja nethink,0,0",Non Self-Harm
238,"Udah kagak optimis gwnya aj pesimis,0,0",Non Self-Harm
239,"Sebenarnya produktivitas kita bisa sama dengan pekerja di Barat, bahkan kita terbiasa kerja di situasi hardcore (survival mode) Tapi memang ga menutup mata, setiap kali kita berpikir, oh optimis bisa kok, nyatanya ada puluhan juta lainnya yg belum capable"""""""",2,0",Non Self-Harm
240,"ini baru permulaan (optimis),0,0",Non Self-Harm
241,"belum here we go, ga mau terlalu optimis """""""",0,0",Non Self-Harm
242,"Sebenernya sedikit gak percaya juga kalo 2025 itu yg kepilih anna. Next pasti sonoma. Aku optimis!,1,0",Non Self-Harm
243,"tiba tiba ga optimis gitu shey,1,0",Non Self-Harm
244,"VILLAINS INA MASIH OPTIMIS ,0,0,0,3",Non Self-Harm
245,"wLau peluang 1 persen pun tetap optimis ..Forza INTER.,0,1",Non Self-Harm
246,"Optimis sih harusnya, karena penggunanya banyak. Bisa mengurai t11 yg udah overload kalo jam2 sibuk. Btw t11 juga bisa jadi solusi buat orang2 yg mau ke jalan2 ke lippo naik transum"""""""",0,0",Non Self-Harm
247,"Bersatu dan optimis, kita bawa Indonesia menuju masa depan yang terang dan penuh harapan.#IndonesiaBisa#OptimisBersama#IndonesiaMenyala"""""""",1,0,0,5",Non Self-Harm
248,"bang jangan terlalu optimis, ambil realistis nya aja minimal seri"""""""",0,0",Non Self-Harm
249,"optimis raga masuk jadwal bulan juni ‍ masuk masuk masuk,0,0,0",Non Self-Harm
250,"optimis bikin nangis,0,0",Non Self-Harm
251,"Mari bersama kita wujudkan Indonesia yang cerah dan penuh harapan!  Dengan literasi sebagai kunci, kita bisa meraih perubahan nyata. Ayo terus maju dan optimis! #IndonesiaBisa #OptimisBersama #IndonesiaMenyala #LiterasiUntukSemua"""""""",0,0,0,9",Non Self-Harm
252,"Arema FC Jalani Laga Tanpa Penonton, Tetap Optimis Raih Kemenangan Kontra Semen Padang #semenpadang #aremafc #malang"""""""",0,0,0,41",Non Self-Harm
253,"disaat banyak orang-orang bahkan fans sendiri pada pesimis sama MHDHH, akulah orang yang akan selalu optimis itu. MHDHH pasti MENANG"""""""",5,17,53,442,[]",Non Self-Harm
254,"Omi katanya mau langsung nikahin aja, ga usah pacar2an. Kelamaan Optimis bgt kak gapapa kita langsung tanya nenek dulu ya ‍‍ #tellonym"""""""",0,0,0,173,['#tellonym'],[]",Non Self-Harm
255,"Optimis karena kalau Dewa yang jadi wakil di Asia, kita bisa berharap banyak. Menyayangkan karena Dewa yg jadi wakil di Asia diduga berkaitan dengan judi online dan pencucian uang. Jadi bimbang mau dukung atau enggak """""""",1,0",Non Self-Harm
256,"Sebenernya ngeliat berbagai berita Indonesia belakangan ini tuh udah bukan marah lagi, tapi lebih ke sedih. Mau tetap optimis juga kadang kayak capek sendiriKok bisa ya, kita sampai di saat kayak gini?"""""""",0,0",Non Self-Harm
257,"Lu ini optimis untung berapa banyak sih kalo konser kaga niat gini? Edan. Bakal banyak yg ga laku anjrit minimal mikir,0,1",Non Self-Harm
258,"Cukup optimis dg perwakilan kita di kancah Asia musim depan. Menarik jg liat kiprah Persebaya & Malut di Asean. Semoga bs jd penantang serius buat Buriram & JDT.,1,1",Non Self-Harm
259,"optimis musim depan em?,1,0",Non Self-Harm
260,"tiba2 optimis bulan depan ada raga,0,0",Non Self-Harm
261,"Mungkin teaser selanjutnya ada.... (((optimis))),0,0",Non Self-Harm
262,"Optimis beda kepercayaan tetap bisa masuk surga bareng. Jalanin aja kebaikan di masing² kepercayaan.,0,1",Non Self-Harm
263,"mjb, aamiin! semangaat yaa kita pasti bisa masuk unpad tahun inii, optimis lulus pil 1"""""""",0,0",Non Self-Harm
264,"jujur kl punye anak sampe kuliah aku ndabolehin pacaran jangan nak fokus saja kamu belajar dengan ambisius dan optimis,0,0,0,19",Non Self-Harm
265,"Emg kalo seneng² di awal tuh siap² sedih di akhir  (tapi semoga enggak sih) (optimis #sagyebom happy ending),1,0",Non Self-Harm
266,"saatnya mencoba keberuntungan yg masi banyak ini (krn bnyak selama ini bnyak gagalnya) #optimis sdkit,0,0",Non Self-Harm
267,"Pertama nyoba asin bgt, kirain salah pesen. Yg kedua pesen yg lain dan beda cabang, masih optimis salah pesen. Pas yg ketiga nyoba di beda cabang dgn menu yg sama dgn yg pertama, failed. Ternyata sama aja. Terlalu positive thinking gua. Skip"""""""",0,0",Non Self-Harm
268,"oke gue akan optimis... terakhir kita dianggurin, mereka ciuman di panggung LOL... jd mungkin kl kita dianggurin begini besok mereka pangku2an di fanmeet"""""""",0,0",Non Self-Harm
269,"Aku optimis, tapi nangis dulu dikit"""""""",8,182",Non Self-Harm
270,"Keren banget! Suka yang optimis gini, semangat juga ya ganteng """""""",1,0",Non Self-Harm
271,"Kalo di monaco optimis si,0,0",Non Self-Harm
272,"Gw tuh sebel bgt liat wapres yg sok optimis ngasih mapel AI ke kurikulum..kek first of all, lu tuh idiot. Second of all, lu gak kuliah AI/informatics engineering. Tau apa lu soal AI? Third of all, gaji guru banyak yg rendah. Last but not least, tendik AI di indo masih dikit"""""""",0,1",Non Self-Harm
273,"skrng kita optimis aja dulu ,0,0,0",Non Self-Harm
274,"AAMIIN, jun jg hrus optimis keterima yhh """""""",0,0",Non Self-Harm
275,"Pemangkasan Reklame Tak Ganggu Target PAD, Pekanbaru Tetap Optimis Capai Rp1,185 Triliun , Ini Penjelasannya"""""""",0,0",Non Self-Harm
276,"kurang-kurangin mikir yg jelek kak, semangat yaa. harus optimis keterima"""""""",1,0,0",Non Self-Harm
277,"ternyata ga sendiri fufufuf, semangat kak kieennn. harus optimis keterima yh"""""""",1,0,0",Non Self-Harm
278,"semangat ya…kurang-kurangin pikiran yang jelek, harus optimis keterima"""""""",1,0",Non Self-Harm
279,"Gpp harus selalu optimis,0,0",Non Self-Harm
280,"gpp by,, tetap smangat dn optimis  insyaallah ini bner2 plihan terakhir aamiin"""""""",1,0,1",Non Self-Harm
281,"Ttp optimis meskipun si gerobak jerman itu gk upgrade,0,0",Non Self-Harm
282,"Kantung jago kawin. Optimis itu tabungan buat nikah tetap di isi, meski calon masi di cari Harapannya sih, ketika udah ketemu , bs dgn gercep bilang “i do, right now is possible”. Soalnya gak perlu mikirin lagi duitnya blm ada. Heheh #SesuaiMaumu   """""""",0,0,1,266",Non Self-Harm
283,"Pandangan optimis percaya bahwa selalu akan ada cahaya di ujung Terowongan.#IndonesiaBisa #OptimisBersama #IndonesiaMenyala,1,0,0,5",Non Self-Harm
284,"ijazah ori bro! Sdh kebukti, yuk bareng optimis sm depan"""""""",0,0",Non Self-Harm
285,"optimis,1,0",Non Self-Harm
286,"clear! Saatnya optimis hadap masa depan & bangun negeri dgn semangat baru,0,0",Non Self-Harm
287,"optimis jepeh, wat beli kambing"""""""",1,0",Non Self-Harm
288,"MANGKANYA, tapi kita optimis aja """""""",1,0,0",Non Self-Harm
289,"sepercaya diri ini sy #optimis,0,0",Non Self-Harm
290,"Kamsahamida mimin baik hatiiiOptimis juara?,1,0",Non Self-Harm
291,"AAAAAAAaAaaa aku pikir juga begitu bib ( maaf jbjb in bahasa karena aaaaaaaak ) gak apa-apa kita harus optimis dan percaya diri hehe ‍,0,0,0,32",Non Self-Harm
292,"dan optimis mengejar target pasarnya (?) Semoga hoshi oppa bahagia selalu yah."""""""",1,0",Non Self-Harm
293,"Harga Bitcoin kembali ke $105.000 setelah sempat turun, memicu perdebatan apakah bull market telah mendekati akhir. Beberapa analis optimis, sementara lainnya melihat tanda-tanda bearish mulai mendominasi.https://chainsightnews.com/post/bull-run-bitcoin-hampir-selesai-trader-terpecah-saat-btc-sentuh-105.000…"""""""",0,0",Non Self-Harm
294,"Setelah bingung terombang-ambing wml gusyy ‍ ( optimis ),0,0,0,109",Non Self-Harm
295,"Orang optimis wkwkwk,0,0",Non Self-Harm
296,"optimis adalah kunci ‍,1,0,0",Non Self-Harm
297,"Tidak begitu gembira, tetapi sangat optimis"""""""",0,0",Non Self-Harm
298,"finally solved! Yuk mari melangkah ke depan penuh optimis,0,0",Non Self-Harm
299,"baru join jadi roblox mania (?) minder banget masih miskin gapapa hrus optimis menjadi miliarder di usia muda,0,0",Non Self-Harm
300,"selesai sudah, ayo optimis bangun negeri, kita bisa! """""""",0,0",Non Self-Harm
301,"Asli tp iya, 18 maret kemaren kaya yakin banget ga lolos ternyata ga lolos beneran, untuk kali ini aku yakin bisa lolos!! Optimis aja dulu"""""""",0,0",Non Self-Harm
302,"iyasihhh optimis 2026 berubah genre jadi merried couple, bukan ofc lagiiSKYNANI FRIEND OF ROYAL CANIN #RoyalCaninTHxSkyNani"""""""",0,0,1",Non Self-Harm
303,"saya sbg tifosi optimis akan membela Ferrari, ingat! balapan sesungguhnya hari Minggu, bkn Jum'at!"""""""",1,2",Non Self-Harm
304,"Harus optimis sama diri sendiri, pesimis sama tu acc suka caper doang"""""""",0,0",Non Self-Harm
305,"Bingung/diem...programnya optimis...gak ada """""""""""""""" if condition """"""""""""""""..."""""""",0,0",Non Self-Harm
306,"Gak ini masih bisa dinikmati. Masih banyak lucu luci dan heartwarmingnya. Even episode akhir aja auranya udah optimis. My dearest tuh buat masochist,0,0",Non Self-Harm
307,"NFKSNFKSND gapapa bukan denial tapi OPTIMIS,0,0",Non Self-Harm
308,"Kalau sama bela semboyannya gak boleh berubah """"""""""""""""harus pesimis jangan optimis"""""""""""""""" """""""",0,0",Non Self-Harm
309,"harus optimis kak ‍,0,0,0",Non Self-Harm
310,"Ibarat china di badminton mau lapis ke berapa pun ga ngaruh semua jago. Tapi ttp optimis punya peluang ambil point,0,0",Non Self-Harm
311,"klo lawan AE/BTR di hari pertama playoff kyknya optimis onic bakal lanjut ke next day soalnya BO5 Kan,1,0",Non Self-Harm
312,"aku bukan orang yg optimis, tapi aku tengah berupaya optimis atas apapun yang terjadi dalam hidup aku. terkadang ada kalanya aku menjadi sangat rapuh, namun saat itu seseorang dalam diriku selalu berusaha menyemangati, menyuruh untuk bangkit dan menghadapi apapun yg ada di depan."""""""",0,0",Non Self-Harm
313,"OPTIMIS LOLOS PILL 1,0,0,0,10,[]",Non Self-Harm
314,"Seperti fans MU setan merah inggris, fans milan setan merah italy juga sama, selalu optimis meskipun menangis"""""""",0,0",Non Self-Harm
315,"AKU AKAN OPTIMIS APAPUN ITU HASILNYA,1,0",Non Self-Harm
316,"Optimis dan yakin selalu  semangat cuca!!!!!,1,0",Non Self-Harm
317,"Ya kaann? I jg ngarep bgt ada scene itu di LA, tp I masi optimis kl ada Sequel.  Only for Himitsu, I pegang motto nya  Winston Churchill : """"""""""""""""Never give up on something that you can't go a day without thinking about """""""""""""""" """""""",0,0",Non Self-Harm
318,"Aku masih optimis ending jitd gk sad ending (semoga),0,0",Non Self-Harm
319,"Optimis dong ah kak,0,0",Non Self-Harm
320,"Biasa netijing +62 emang suka ngremehin dan nganggep enteng lawan ....sok optimis sebelum bertanding ....eh giliran kena bantai baru nyadar...,0,0",Non Self-Harm
321,"Kt ak mereka lg syuting teaser series mrk  #optimis,0,0,0,29,['#optimis'],[]",Non Self-Harm
322,"optimis juga perlu bang, tapi ini jokes aja deh """""""",0,0",Non Self-Harm
323,"Punya kak, beberapa peternakan dan perkebunan gitu. Alhamdulillah omsetnya juga lumayan. Masih kecil sih tapi konsisten dan optimis bisa, soalnya bisnisnya di hayday."""""""",0,0",Non Self-Harm
324,"Lu adalah tifosi paling optimis se-Jawa Barat.,1,1",Non Self-Harm
325,"Sepakat banget, saat ini tuh butuh semangat optimis dari kita semua. Ketetapan udah transparan",Non Self-Harm
326,"Ngobrol d dm asik nih,0,0",Non Self-Harm
327,"Soalnya pernah ketemu sama orang yg udh biasa pimpin organisasi, bahkan ketua BEM, tp pas ngobrol lgsg sama orangnya tuh kyk, """"""""""""""""aduuh gak asik ah ngobrolnya. Males ah kalo disuruh2 sama dia"""""""""""""""" """""""",1,0",Non Self-Harm
328,"Yang ngobrol sejajar pengen aku tendang aja rasanya. Kombinasi lelet + so asik berdua,0,0",Non Self-Harm
329,"Jaman dulu orang mainan internet supaya bisa gratisan krn sms mahal. Per message kan bayar Rp 350,-  ngisi pulsa 20ribu ngobrol bentar udah abis. Lg asik ngobrol ketahan, mesti minta diisin pulsa dulu sama ortu. """"""""""""""""Sorry ya baru bls"""""""""""""""" biasanya bisa sehari dua hari kesel bgt."""""""",1,0",Non Self-Harm
330,"sakit memang, tapi segeralah bergeser ngobrol dengan teman lainnya yang nggak mempertanyakan hal-hal konyol seperti itu. ingat, reuni itu yang penting asik maka jauhilah toxic!"""""""",1,0",Non Self-Harm
331,"lg sama2 asik main hp trs doi ngajak ngobrol w 100% pay attention tp setelahnya giliran w ngobrol baru 1 kalimat uda lengket ajatuh jari ke hp. ga w lanjutin pun gapeduli doi. disaat itulah mukaku hanya lempeng tp batinku berteriak assuuuuuuu,0,0",Non Self-Harm
332,"really happyy bisa ngobrol sama orang-orang KAYAK aku lbh suka ngobrol langsung dan lama karena super asik,0,0",Non Self-Harm
333,"limit dm anjir lagi asik ngobrol. ,2,0",Non Self-Harm
334,"Nder  kmu masih jadi pacar aja g ad malu ngajak cowo mu jajan2 mulu, mana yg keluar duit selalu ntu cowo. Gw kalau ngedate sama cowo jangankan jajan, keknya minum aja g bisa gegara asik ngobrol."""""""",0,0,0",Non Self-Harm
335,"gk terasa asik ngobrol tau-tau udah jam segini,0,0",Non Self-Harm
336,"Males bgt lg asik"""""""""""""""" ngobrol jd ga mood"""""""",0,0",Non Self-Harm
337,"Lagi beli sate, terus ada pelanggan asik ngobrol sama tukang satenya. Sampe ada pertanyaan si pelanggan yang bikin aku langsung nengok """"""""""""""""Bapake ra sekolah kok anake sekolah?"""""""""""""""". Gimana Indonesia mau maju kalo masi ada orang yang pikirannya kaya gini?"""""""",0,0",Non Self-Harm
338,"tp selain Tuhan, ngobrol sm chatgpt asik kok. atau jurnaling? atau bersatu sm alam dkk cari hobby baru aja, jangan terlalu dalam sama manusia"""""""",0,0",Non Self-Harm
339,"Terkadang gue ngayal kak Mon, ngobrol sambil nongkrong santai ngalor kidul Ama Paul pasti asik bgtt",Non Self-Harm
340,"sialan ga pernah sesedih ini, gue dengan jujur ngomong ke orang 'tapi ngobrol ama lu asik sih' eh dijawab 'dia lagi menjilat' dan diakhiri 'wkwk' dari tadi nahan nangis di krl :) jing susah banget"""""""",0,0",Non Self-Harm
341,"Kemaren berdua sekarang sendiri. Tapi ke CF enaknya sih gak sendiri, kalo sendiri jadi gk ada temen ngobrol ya walaupun bisa sat-set nyari-beli-ambil terus pulang. Tapi ngeliat orang asik ngikut seneng juga jadinya. Apalagi bisa lebih lepas becanda ama seller wkwkwk"""""""",0,0",Non Self-Harm
342,"Asik bgt main indocamp kek ada yg ngajak ngobrol jdnya hari2 gue gak sepi amat ,0,0,0",Non Self-Harm
343,"tiba tiba kakak yg lgi nugas didepan (posisi dalam) gua pindah ke (luar) samping gua buat ngerokok dong, fak xG nya gede bat padahal id buat minimal ajak ngobrol kakanya barangkali asik. lu ngapa diem pura- pura cuek goblohgggggh"""""""",0,0",Non Self-Harm
344,"Ulasan Lengkap Rasa 2025: Platform Conversational AI Kekinian yang Bikin Ngobrol Makin Asik https://Kumpulblogger.com/blog/kukuhtw/3kukuhtw/387/Ulasan_Lengkap_Rasa_2025_Platform_Conversational_AI_Kekinian_yang_Bikin_Ngobrol_Makin_Asik…,0,0",Non Self-Harm
345,"bisa gak kalo habis ini tbtb ada buyer ganteng asik dan lucu trus dia langganan trus kita jadi sering ngobrol trus jadi makin deket kayak au au, konyol bet konyol tapi apa salahnya ya drpd hidupku membosankan"""""""",0,0",Non Self-Harm
346,"Kamu udah coba react-out temenmu belum? Kamu yakin mereka baru akhir-akhir ini kenal deket? Temenmu yang biasa ngobrol sama kamu dan kali ini ga ngobrol sama kamu itu bukan berarti kamu ga asik. Then u need to know, ada kalanya temen pengen interaksi juga sama temennya yang lain."""""""",1,0",Non Self-Harm
347,"stress ga kalian ngobrol sama bocil roblos begini... AKU STRESS tapi anaknya asik,0,1,0",Non Self-Harm
348,"ini si kk kalo adeknya asik ngobrol sama orang lain tuh emang selalu mau tau banget yah….. harus involve juga kah…,0,0",Non Self-Harm
349,"Nyebelin banget anjir ada orang dateng tiba2 ngajak ngobrol sok asik eh akhirnya mau minjem uang. Mana maksa lagi anjir. BERISIKKKKK! Mama gue udah bilang duitnya mau buat persiapan adek gue masuk smk, eh malah nyeletuk """"""""""""""""alah sekolah sekarang kan gratis"""""""""""""""" GRATIS BIJI MATAMU!"""""""",0,0",Non Self-Harm
350,"Shout out buat MF dan Laras yang jarang banget ketemu sm diriku ini, tapi tetep bisa asik (kalo MF terakhir ngobrol pas SD deh kayanya...)"""""""",1,0,0",Non Self-Harm
351,"Kalo ternyata dramanya bagus u cerita² apa yang bikin tuh drama berkesan, terus nanti u ngomong """""""""""""""", Ternyata Drakor asik, gue pikir romance doang."""""""""""""""" Abis itu minta lagi, ngobrol lagi, dari sana u kebangin obrolannya jadi """"""""""""""""U lagi apa?"""""""""""""""" Abis nonton Drakor apa? Mau nonton bareng gak?"""""""",1,0",Non Self-Harm
352,"kang poto jogging malah uda pegi bjiiirr, padal mo ambil potoo, lucuu bgt pas kepoto lagi asik ngobrol sama mas masnya ittoohhh wkwowkwoo"""""""",0,0",Non Self-Harm
353,"jir asik banget ngobrol sama kating cantik,0,0",Non Self-Harm
354,"Pokonya Trip kita kali ini seru banget SMA GESPERIA GOES TO BALI asik bangettt. Kita juga dijalan banyak ngobrol dan bercanda bareng temen, kita juga bisa nikmatin alam Bali. Pokonya momen momen indah ini ga akan dilupain, Makasih buat Kak nay dan member semuanya"""""""",0,0,0,29,[]",Non Self-Harm
355,"kata banyak orang gemini tuh problematik, rewel, berubah-ubah segala macem. tapi kalo menurutku pribadi dg kenal beberapa orang yang gemini tuh mereka tipe orang yg asik diajak ngobrol, mau hal receh atau serius sekalipun. dlm hubungan pun mereka jg bs diandalkan dan berkomitmen."""""""",1,1",Non Self-Harm
356,"setelah pamitan sama guru-guru lainnya di kantor. sekolah lumayan sepi, cuman sisa anak-anak yg ikut ekskul. caleb ga buru-buru sih jadi dia jalan santai aja ke parkiran. langkahnya tiba-tiba berhenti di tengah koridor—menepi sedikit karena di depannya ada 2 guru yg asik ngobrol."""""""",1,0",Non Self-Harm
357,"HALOOO letsgooo! Aku asik ayo ngobrol ,0,0",Non Self-Harm
358,"Spesialis nemenin ngobrol sampai tengah malam. Mau curhat? Debat receh? Atau sekadar ngobrol random biar nggak sepi? Gaskeun! Aku orangnya santai, tengil dikit, tapi asik diajak diskusi. Bisa ngobrol serius, bisa juga becandaan receh. Pokoknya, obrolan kita nggak bakal flat!"""""""",1,0",Non Self-Harm
359,"Rangkaian acara ini diawali dengan Ngobras (Ngobrol Asik) dengan tema Masa Depan Anak Muda ASEAN yang menghadirkan narasumber di antaranya, Ayu Pratiwi (Program Officer ASEAN Foundation), Dadi Krismantono (Good News From Indonesia), Esa Sukmawijaya (Kemenpora), dan Yuliana Bahar"""""""",1,0",Non Self-Harm
360,"asik deh pengen ngobrol lewat email,1,0",Non Self-Harm
361,"HAI GUYS, maaf baru buka x tadi aku habis jogging sama temen dan sekarang baru balik, lama ga ketemuuu :( sekalinya ketemu full ngobrol ga asik hapean!"""""""",7,0,2",Non Self-Harm
