id,clean_content,label
343,tiba tiba kakak nugas depan posisi gua pindah luar samping gua buat ngerokok dong fak xg nya gede banget padahal id buat minimal ajak obrol kakak barangkali asik lu ngapa diam pura pura cuek goblohgggggh,Non Self-Harm
344,ulas lengkap rasa platform conversational ai kini bikin obrol makin asik,Non Self-Harm
345,enggak kalo habis tbtb buyer ganteng asik lucu terus langgan terus jadi sering obrol terus jadi makin dekat kayak au au konyol banget konyol apa salah hidup bosan,Non Self-Harm
346,kamu coba react out temenmu kamu yakin baru akhir akhir kenal dekat temenmu biasa obrol sama kamu kali enggak obrol sama kamu bukan arti kamu enggak asik then lu need know kala teman pengin interaksi sama teman,Non Self-Harm
347,stres enggak kalian obrol sama bocil roblos begini aku stres anak asik,Non Self-Harm
348,sih kakak kalo adeknya asik obrol sama orang tuh memang selalu mau tau banget involve,Non Self-Harm
349,sebal banget anjir orang datang tiba ajak obrol sok asik eh akhir mau minjem uang mana maksa anjir berisikkkkk mama gue bilang duit mau buat siap adek gue masuk smk eh malah nyeletuk alah sekolah sekarang kan gratis gratis biji mata,Non Self-Harm
350,shout out buat maaf laras jarang banget ketemu sama diri tetap asik kalo maaf akhir obrol pas sd deh kaya,Non Self-Harm
351,kalo nyata drama bagus lu cerita apa bikin tuh drama kesan terus lu omong nyata drakor asik gue pikir romance doang habis minta obrol sana lu kebangin obrol jadi lu apa habis tonton drakor apa mau tonton bareng enggak,Non Self-Harm
352,kang poto jogging malah pegi bjiiirr padal mau ambil potoo lucu banget pas kepoto asik obrol sama mas mas ittoohhh wkwowkwoo,Non Self-Harm
353,jir asik banget obrol sama kating cantik,Non Self-Harm
354,pokok trip kali seru banget sama gesperia goes bal asik banget jalan banyak obrol canda bareng teman nikmat alam bal pokok momen momen indah enggak dilupain terima kasih buat kak nay member semua,Non Self-Harm
355,kata banyak orang gemini tuh problematik rewel ubah ubah segala macam kalo turut pribadi kenal beberapa orang gemini tuh tipe orang asik ajak obrol mau receh serius sekalipun hubung andal komitmen,Non Self-Harm
356,pamit sama guru guru lain kantor sekolah lumayan sepi cuman sisa anak anak ikut ekskul caleb enggak buru buru sih jadi jalan santai parkir langkah tiba tiba henti tengah koridor tepi sedikit depan guru asik obrol,Non Self-Harm
357,halo letsgooo aku asik ayo obrol,Non Self-Harm
358,spesialis nemenin obrol tengah malam mau curhat debat receh sekadar obrol random biar enggak sepi gaskeun aku orang santai tengil dikit asik ajak diskusi obrol serius becandaan receh pokok obrol enggak bakal flat,Non Self-Harm
359,rangkai acara awal ngobras obrol asik tema masa depan anak muda asean hadir narasumber antara ayu pratiwi program officer asean foundation dadi krismantono good news from indonesia esa sukmawijaya kemenpora yuliana bahar,Non Self-Harm
360,asik deh pengin obrol lewat email,Non Self-Harm
361,hai guys maaf baru buka kali tadi aku habis jogging sama teman sekarang baru balik lama enggak ketemu sekali ketemu full obrol enggak asik hapean,Non Self-Harm
362,ikhlas moga kamu semangat terus divingnya mau banget panas enggak mochi nya hihiw asik banget jinshi sama semangat moga aman obrol banyak,Non Self-Harm
363,hehe kamu tanya apa sih aku cuma ai enggak pacar nikah obrol seru dasar tweetmu kaya kamu suka canda iseng kalo aku manusia mungkin aku bilang wah kamu asik aku lebih cocok jadi teman obrol interaksi kayak begini seru,Non Self-Harm
364,iya kak berapa kali ngedate satu foto tak enggak tau deh apa terlalu asik obrol makan jadi enggak kpikiran foto,Non Self-Harm
365,mana kaya creepy kaya friendly loh asik ajak obrol,Non Self-Harm
366,sumpah kesel banget sama geromobolan cewek bawa motor lambat asik obrol tengah jalan kayak anjr jalan bukan punya lu peak akhh kesel gue meski gue cewek,Non Self-Harm
367,lucunyaa aku kadang call dia asik tonton aku ngegame wkwkw sekal pause buat obrol memang benar penting tuh rasai hadir masing masing,Non Self-Harm
368,sumpah enggak sesal bangun pagi buat booth lazada medan penuh kejut minum gratis voucher games gampang benar obrol obrol sama crewnya asik kalo lo anak medan mampir gas jl bukit baris besok pagi,Non Self-Harm
369,si cewenya jihoon cantik keren anak baik banget plsss ramah selalu jbjb aku tingkah kocak lucu wkwk asik kalo ajak obrol topik alir terus jamin enggak bakal bikin bosan pintar kalo asih saran,Non Self-Harm
370,apa fromm doang cerita kayak begini benar benar tmi asik kayak obrol lama beda banget sama makanya pas fromm pindah jadi asa hambar biasa cerita panjang lebar ganti dikit banget cuma minus fromm live enggak,Non Self-Harm
371,pernah ketemu obrol langsung rumah memang den mas orang nya asik tahu nya luas sekali,Non Self-Harm
372,sih enggak tidur nama asik obrol random blio,Non Self-Harm
373,asik banget obrol nya dua,Non Self-Harm
374,asik obrol foto,Non Self-Harm
375,cuma minggu nyata hehe tim ph tadi talkative banget sama gue asik banget ajak obrol cakep hahahahhaha,Non Self-Harm
376,tipe rp cowok cool typing ganteng seperti asik diajakin obrol teman,Non Self-Harm
377,sf hii fsub here im looking kakak masc buat obrol obrol kalo asik lanjut teman level,Non Self-Harm
378,kakak kamu tuh orang bakal bawel kalo nemu partner obrol bawel kamu baik ramah peduli sama orang partner obrol asik diajakin ngobrolin apa no convokiller enggak suka matiin topik aku yakin sini banyak suka teman sama kamu kak,Non Self-Harm
379,adik cayang bucin giselle nomor satu p kamu tuh lucu banget asik diajakin obrol baik enggak pilih pilih teman obrol daridulu kamu enggak ubah tetap baik ramah enggak heran banyak sayang sama kamu dd zmark benar marklee banget lihat mark ingetnya bigan,Non Self-Harm
380,mutualan sama kamu akun kamu sering lewat interaksi sama mutualku cley kalo enggak salah aku lihat kamu asik n seru banget kalo obrol kak sunny,Non Self-Harm
381,tonton lah btw keren banget tadi broo suka deh sama haidronya ucchh maaf tadi enggak dadah huhu kamu enggak dengar aku teriak nal kamu sedang asik obrol sama teman kamu enggak apa sih you show ikut semngt buat show twt,Non Self-Harm
382,banyak orang introvert kayak aku suka mikir kalo obrol pakai topik apa jir gue jawab apa akhirnyaa aku mudah gaul bawa asik kalo ngumpul pakai main card game seru enggak usah ce topik bilang eh main yuk guys,Non Self-Harm
383,bahkan obrol sama orang random asik,Non Self-Harm
384,butuh teman obrol asik huhu,Non Self-Harm
385,oiya waktu pernah pulang kantor makan malam sama doi tebet ujan gede sama pakai batik dada ajak makan kamis gara doi puyeng aku lah obat asik makan obrol samper amen tiba asih salam buka upa doa,Non Self-Harm
386,asik seruuuu plis obrol sama aku jam,Non Self-Harm
387,kiw tenemai obrol malam biar jadi malam asik,Non Self-Harm
388,wkwkwk talkshow asik banget ngobrolnya memang sama sama suka obrol jadi seru,Non Self-Harm
389,pas gue putus terus obrol sama kayak wih nih orang asik nyata jadi excited pengin obrol terus sama hobi sama jadi sadar nyata dunia tuh luas gue ketemu banyak orang ex gwtp kurang shift beda jadi jarang ketemu,Non Self-Harm
390,enggak lupa bagaimana dzolimnya awal akhir jadi masa sekarang jangan kira sok asik ajak obrol,Non Self-Harm
391,nya akun paling aku suka akun pas aku tonton drama akhir tahun februari akun fan sih sangat chill chill friendly enggak bikin statement kontroversial asik betul ajak obrol bagai kelompok masuk semua,Non Self-Harm
392,asik banget gunain fitur gemini live samsung galaxy si series obrol bareng ai buat rencana siap buah acara,Non Self-Harm
393,info littles minggu enggak on convo dulu dm dm error begini jadi kalian bonding timeline dulu cakep moga next wig obrol asik grup dm,Non Self-Harm
394,pertama kali ketemu lykn tour duduk belah awal ragu mau ajak obrol nyata kamu asik banget akhir teman sekarang,Non Self-Harm
395,balik kerja asik obrol tinggal,Non Self-Harm
396,cowoku aku bebasin buat punya teman cewek interaksi sama cewek boncengin cewek asal aku tau dijelasin bagaimana situasi kondisi aku enggak bakal cemburu kalau cewek omong ih tadi aku obrol sama cowok kamu asik orang reaksi bakal jelas asik cowoku lho,Non Self-Harm
397,gantung hrd nya sih soale aku beberapa kali interview pernah hrd asik ngobrolnya enggak cuman soal alam kerja doang tanya suka musik jadi kayak obrol sama teman bawa wkwk,Non Self-Harm
398,aku drtdi sok asik jb jb an orang orang gabut banget woii enggak ada teman obrol dm,Non Self-Harm
399,jodoh baik moga kamu mertua enggak banyak tuntut maklum kurang asik ajak obrol malah laku layak anak sendiri,Non Self-Harm
400,drian pengki nih balikin weh duit karyawan asik deh pernah obrol,Non Self-Harm
401,obrol sama orang asing lebih sama orang lebih tua sepuh basi basi sok asik,Non Self-Harm
402,diam planga plongo gerak jadi sama crush bagaimana prinsip ku asik bukan kak carmen moga enggak trauma obrol sama aku trauma dumping kejar sama mantan,Non Self-Harm
403,kak ei comell asik banget buat ajak obrol tem baik pol au au nya bagus banget pokok sayang banget deh sama kamu omo omo omo,Non Self-Harm
404,ganggu masalah orang asik obrol malah ngeror mulu sinting,Non Self-Harm
405,siapa kalian duduk kanan kiri aku ajak aku obrol yaaaapls jbjb sok asik enggak apa sumpah dehhkalo diam doang aku takut pingsan sumpah seriussss ribu,Non Self-Harm
406,asik ajak obrol enggak bawa asa tau batas ngejaga percaya,Non Self-Harm
407,baik banget aduh pertama kali jbjb aku langsung tau kalau kamu baik asik buat ajak obrol nya,Non Self-Harm
408,asik sendiri sama teman anjeng gue enggak ajak obrol,Non Self-Harm
409,same aku mau lihat performance nyanyi dance interact lihat main games obrol masalah kan gadiajak asik sendiri,Non Self-Harm
410,abang mau ajak obrol dd asik sendiri kayak,Non Self-Harm
411,mana kok obrol sama aku enggak asik aku,Non Self-Harm
412,aku sekarang kalo mau obrol sama chat gpt maay asik banget ajak obrol,Non Self-Harm
413,ngulang klip lucu banget plis ciwi asik obrol cuma fokus sama makan minum doang mana garuk garuk gemas,Non Self-Harm
414,paul tuh anak demen banget kalo diajakin obrol bola ngantuk dijabanin sama memang asik bawa senyum nya gemessh lengkap sini cara ig ardanradio ribu,Non Self-Harm
415,terus caper media kalo paling pas ksr butuh shit mual baca arti manta ksr benar pas sih ksr coba bundir sih mak sama menantu asik obrol makan santai enggak bayar biaya rumah sakit sakit sih moga karma hantu keluarga ksr umur hidup,Non Self-Harm
416,hahahhaa gapapa kakak jeni memang benar lama banget enggak obrol aku lupa akhir kali omong apa wih sibuk banget kayak kakak punya teman baru lebih asik dd,Non Self-Harm
417,asik obrol malah ganggu anjink sebal,Non Self-Harm
418,gita asik baca buku duka cita ujung cerita renung hari enak banget buat tulis diary kapan obrol ngopi,Non Self-Harm
419,bagaimana asal omong enggak kasar laku biasa asik sambung kalo ajak obrol,Non Self-Harm
420,obrol asik,Non Self-Harm
421,obrol yuk tele dm enggak asik enggak usah temenin,Non Self-Harm
422,kalo anak asik malah kadang suka ikut excited obrol sama anak super extro kalo terlalu kenal sih biasa simak omong pas tanya,Non Self-Harm
423,orang ajak obrol duluan habis lihat responnya kayak apa kalo asik frekuensi biasa hitung jam nyaman,Non Self-Harm
424,halo kakak nona asik banget edit kece badai cocok jadi anak punkies ayo obrol banyak biar makin dekat avv,Non Self-Harm
425,lupa obrol asik banget kwkwkwkw eh terus bangun,Non Self-Harm
426,rin aku mau obrol banyak sama rin bahas choton soal waktu jbjb kemarin aku rin orgnya asik,Non Self-Harm
427,kocak pokok jamet asbun lucu enggak sakit suka pakai stiker random asik sama excited nya kalo ajak obrol,Non Self-Harm
428,mutualan gue enggak mau obrol apa rasa kalo gabung obrol orang random enggak enak takut sangka sok asik,Non Self-Harm
429,iya ngentot walaupun dijelasin pas begitu gua tetap ksel soalny tiap orang introvert cerita gua kayak orang asik banget ajak obrol sejak gua malas ajak obrol benar ilfeel mampus enggak equilibrium,Non Self-Harm
430,ajar omong lebih elegan guru biar asik sih kalo obrol,Non Self-Harm
431,hehehe asik deh obrol ilmu begini terima kasih bang ilmu tambah,Non Self-Harm
432,malah obrol sama bfrnya kata gue asik,Non Self-Harm
433,tau enggak apa lebih sebal lihat crush diam diam suka obrol sama orang lihat roommate waktu ngekos lunch sama teman baru syittt hati mungiel gue sentil sekali aku asik lelucon tak lucu,Non Self-Harm
434,sedih mbak karyawan wabami langgan gua bakal henti mana betul banget hari jadi hari akhir kerja untung gua datang habis enggak bisa obrol asik tunggu sen terus biasa bakso keju deh hiks,Non Self-Harm
435,melon kamu ganggu sih aku asik obrol sama pacar,Non Self-Harm
436,nih koleksi cowonya banyak kak bagai tipe fuma tipe care banget walaupun awal cuek nino tipe awal ngerangkul banget kenty tipe anggap kayak adek arti cukup manja sekarang sih fukaze lihat jadi teman obrol asik teman gibah,Non Self-Harm
437,cudldle obrol asik,Non Self-Harm
438,gue rasa laki laki tuh jarang banget obrol asik perempuan gue lihat lihat kayak why you all boys cant dive and build topic gue yapper kalau lihat cowok kena doang obrol tuh benar drained out enak obrol sama cewek always,Non Self-Harm
439,pantesan gocek wkwkw eh iya benar kayak nyediain makan banyak bikin jadi asik makanin kalo obrol tuh,Non Self-Harm
440,asik bagaimana tuh asik banget pokok long weekend habisin bareng terus obrol penting enggak penting habis cium cium kecil canda ngobrolin suka masing masing banyak deh kak enggak bosan kalau sama aku,Non Self-Harm
441,kakak sushi dimsum and penguin aura serius jalan kuliah nya rasa banget kakak but at the same time asik ajak obrol cihuy,Non Self-Harm
442,jir tidur cafe temenku biar mereka asik obrol ngaksjjs,Non Self-Harm
443,kadang adminnya bingung mau bikin sbsr kapai kan dasar asik tinggal satu atap sama jadi kaya tuh bakal lebih sering obrol langsung chat nyata bahan buat bikin,Non Self-Harm
444,punya intelektualitas luas asik ajak obrol like a politik sains,Non Self-Harm
445,wig farewell wig banyak obrol main jadi asik,Non Self-Harm
446,iya obrol jujur enggak suka sama kesan sepi asik sama giat masing masing aku gampang bosan kalo enggak obrol,Non Self-Harm
447,nyata obrol sama chatgpt pakai bahasa indonesia lebih asik,Non Self-Harm
448,sih asik sekali ajak obrol kalau ngespace bikin aku enggak canggung enggak sangka cwk selalu baca fanfict buat aku semangat kerja kapan kapan mau obrol dispace,Non Self-Harm
449,benar gua pengin obrol sama bocah deh kayak asik heheh,Non Self-Harm
450,enggak aneh dong malah asik biasa kalo obrol bakal sambung hype idol sama sama,Non Self-Harm
451,last mungkin kamu masuk orang cukup handal mingle sama banyak orang sagi sama leo aku tau tuh masuk cukup jago obrol sama orang asik lah pokok,Non Self-Harm
452,gila nyata asik simak sama sepuh komik obrol,Non Self-Harm
453,ahahhaha cause honestly i feel like me and vernon are sok different personality wise i mean we could be a good friends asik obrol panjang but dating feels like we both be emotionally avoidant totally giving almost but never a lover,Non Self-Harm
454,bot pls soal asik seru cocok ajak obrol pasti enggak bakal taksir lu,Non Self-Harm
455,kalo kumpul tiga yauda asik obrol enggak pikir foto bareng pas rumah tiga baru engah mau bikin story enggak foto wkwk,Non Self-Harm
456,kelas gue enggak pernah pakai indonesia kalo obrol alhasil gue jarang nimbrung kelas wkwkw lebih erti teman teman gue luar pulau jawa kayak sumatra jawa biasa asik sendiri,Non Self-Harm
457,ih sama benar deh ngechat aku tuh enggak asih kayak ngechat tiba tiba hilang bahan jadi garing rl kalau teman enggak frekuensi bingung sih mau obrol apa kalau punya minat sama asli asik banget orang nya,Non Self-Harm
458,enggak capekkk malah kayak duh siapa ajak obrol asik asik an bareng,Non Self-Harm
459,asik kalau obrol sama orang satu prekuensi,Non Self-Harm
